tank,FLUCT,pred,COMP,Cer_ug,Dapp_ug,Sca_ug,Clad_ug,e_chl,i_chl,cop_ug
86,150,,N_SCA_DAP,0.0224,,,0.0339,47.7,0.005,
86,150,,N_SCA_DAP,0.0224,,,2.168957076,71.05,2.17,
86,150,,N_SCA_DAP,0.359152596,,,0.0339,78.12,2.66,
86,150,,N_SCA_DAP,0.179576298,,,0.271119635,69.35,4.52,
86,150,,N_SCA_DAP,0.359152596,,,0.542239269,87.83,1.52,
86,150,,N_SCA_DAP,2.591897272,,,0.0339,99.43,1.23,
86,150,,N_SCA_DAP,1.257034087,,,0.0339,98.27,6.73,
86,150,,N_SCA_DAP,2.053168378,,,0.0339,83.55,7.11,
86,150,,N_SCA_DAP,0.0224,,,0.149780085,64.92,1.42,
86,150,,N_SCA_DAP,0.0224,,,0.285339902,67.11,6.65,
86,150,,N_SCA_DAP,0.821267351,,,0.29956017,65.97,2.18,
86,150,,N_SCA_DAP,0.0224,,,0.0339,62.36,1.89,
86,150,,N_SCA_DAP,2.360839895,,,3.5662815,75.19,0.95,
86,150,,N_SCA_DAP,0.0224,,,0.0339,79.02,4.12,
8,150,0,N_I,0.022,0.903,3.896814559,0.717721854,83.26,3.13,
8,150,0,N_I,0.866161426,0.903,6.891983787,1.167569579,69.25,0.005,
8,150,0,N_I,1.777216926,0.903,63.45676544,1.628923415,87.63,6.09,
8,150,0,N_I,23.50786671,29.2621571,774.5806509,38.78531638,3.47,0.55,
8,150,0,N_I,108.3904715,63.58570155,4.618841961,135.8721122,0.99,0.005,
8,150,0,N_I,113.7060061,45.00787325,10.07322357,78.42494782,1.03,0.13,
8,150,0,N_I,112.6854014,53.87290786,31.68598031,62.44404659,0.83,0.005,
8,150,0,N_I,134.9547801,53.73717732,53.42739275,102.2998062,0.83,0.005,
8,150,0,N_I,254.7124694,153.4883101,46.7372817,811.8304324,1.32,0.07,
8,150,0,N_I,154.8579468,267.0106701,94.26783163,309.3902382,1.35,0.09,
8,150,0,N_I,0.022,0.903,0.0284,0.0339,1.01,0.32,
8,150,0,N_I,125.5509426,449.054061,90.59804156,475.9147502,1.04,0.04,
8,150,0,N_I,66.41969328,215.6099298,71.504809,246.6014597,1.18,0.01,
8,150,0,N_I,19.68406841,49.28065068,31.52795845,169.8470527,1.11,0.06,
8,150,0,N_I,21.12067879,31.86297815,22.82623138,165.0913075,1.31,0.12,
8,150,0,N_I,39.60040915,0.903,18.29864685,96.66589318,1.1,0.12,
8,150,0,N_I,20.42872162,0.903,20.00133052,58.84732145,1.57,0.15,
8,150,0,N_I,28.10266624,17.41767253,11.91746817,265.5042505,2.43,0.005,
8,150,0,N_I,71.88602628,76.15025121,34.6804908,221.9920236,1.86,0.25,
8,150,0,N_I,39.47768598,2.362981998,31.57826195,320.5879675,2.22,0.005,
8,150,0,N_I,63.21123802,0.903,35.13453978,318.3035556,2.07,0.35,
8,150,0,N_I,89.81142382,19.91436134,40.81594587,506.9776529,1.72,0.11,
8,150,0,N_I,53.86841068,10.83397921,40.50701351,314.3215787,1.78,0.11,
8,150,0,N_I,67.82995565,5.097509861,49.48606857,228.8883497,1.64,0.18,
8,150,0,N_I,84.80720557,75.94198674,53.21906739,268.6179511,2.22,0.13,
8,150,0,N_I,79.44261977,19.17126962,31.65727288,94.81976681,2.28,0.8,
15,150,0,N_I,0.022,0.903,12.01517822,0.478481236,133.18,23.6,
15,150,0,N_I,0.022,3.611326405,7.727523433,3.764836668,99.71,5.32,
15,150,0,N_I,0.45552775,0.903,22.5331012,0.153510263,138.93,25.8,
15,150,0,N_I,0.022,11.94861681,208.1403597,12.97738106,89.53,1.52,
15,150,0,N_I,9.393093459,54.84227492,231.0743094,79.42268821,1.66,0.11,
15,150,0,N_I,23.16188812,107.418756,57.27074489,205.7418429,0.98,0.3,
15,150,0,N_I,41.1399817,115.5032958,234.5428855,144.9945378,0.81,0.05,
15,150,0,N_I,59.13124928,414.3370143,154.0447987,418.2956724,0.81,0.05,
15,150,0,N_I,40.87061725,132.2370258,83.42227716,134.6799153,1.24,0.1,
15,150,0,N_I,42.87889155,186.2616482,63.17588177,239.5433736,1.22,0.04,
15,150,0,N_I,0.022,0.903,0.0284,0.0339,1.08,0.14,
15,150,0,N_I,56.56448507,408.2739821,68.90693262,470.5452943,1.16,0.07,
15,150,0,N_I,18.24745802,164.1000039,15.196418,254.2948274,1.29,0.005,
15,150,0,N_I,64.57123426,267.4464184,53.44609188,437.2000969,1.05,0.1,
15,150,0,N_I,41.93490103,36.32152852,33.89881034,184.4814746,1.4,0.16,
15,150,0,N_I,164.7658511,96.12376171,45.52604527,183.3425498,1.31,0.12,
15,150,0,N_I,109.6858126,79.65744538,48.57797062,140.8325841,1.7,0.08,
15,150,0,N_I,435.9851415,79.65744538,33.77239285,204.7428497,1.81,0.04,
15,150,0,N_I,796.8255352,531.9204699,64.16522886,768.8020178,2.61,0.86,
15,150,0,N_I,397.7208104,234.3055213,25.5879235,439.3260625,3.01,0.71,
15,150,0,N_I,410.1559569,331.7521851,44.14519921,539.6506579,2.84,0.38,
15,150,0,N_I,250.6134224,420.9798568,37.05134268,613.1313674,3.43,0.39,
15,150,0,N_I,325.3750993,661.3933933,27.11388617,906.4305984,4.34,0.72,
15,150,0,N_I,232.8544271,1093.846189,42.56893304,1363.771236,3.45,0.56,
15,150,0,N_I,65.88096439,2078.074666,36.20645348,2296.946069,4.33,0.3,
15,150,0,N_I,58.20701977,1080.307256,35.62019313,1187.583359,5.14,44.63,
55,150,0,N_I,0.821267351,3.611326405,83.63349947,4.011344668,104.56,11.49,
55,150,0,N_I,0.044894075,3.611326405,103.5348817,4.359111007,106.64,16.55,
55,150,0,N_I,1.642534702,43.97285263,867.1492274,55.4515049,67.55,1.44,
55,150,0,N_I,21.14702681,59.10227444,3165.014086,284.2960205,1.47,0.32,
55,150,0,N_I,14.11477325,328.6307028,1.980011652,381.4877406,1.56,0.34,
55,150,0,N_I,40.85744324,660.4420371,0.454048977,874.9260968,1.61,1.01,
55,150,0,N_I,132.8393866,370.765311,35.58858875,571.1662948,1.18,0.11,
55,150,0,N_I,104.7103723,135.9524844,62.02140146,188.0732026,1.18,0.11,
55,150,0,N_I,126.1638557,310.5740708,123.2753452,378.1037505,1.77,0.21,
55,150,0,N_I,0.022,0.903,0.0284,0.0339,2.02,0.37,
55,150,0,N_I,0.022,0.903,0.0284,0.0339,1.41,0.08,
55,150,0,N_I,689.0408777,92.61656754,69.3609816,230.9117302,1.67,0.08,
55,150,0,N_I,871.4627619,442.2762693,79.75248709,578.8338761,2.11,0.09,
55,150,0,N_I,852.8727796,262.9878681,79.75248709,381.2234533,1.5,0.09,
55,150,0,N_I,450.9738781,31.86297815,48.57797062,92.82777382,2.68,0.19,
55,150,0,N_I,1032.124706,300.79558,73.64863639,383.8268845,1.95,0.65,
55,150,0,N_I,448.3973942,251.9314583,32.08261443,350.5963355,2.89,0.04,
55,150,0,N_I,742.0041171,454.9987948,39.09456308,587.1422056,3.09,0.8,
55,150,0,N_I,523.245405,892.1633882,59.87757406,953.6595882,4.17,0.88,
55,150,0,N_I,148.1609278,1079.327568,35.36156427,1292.37534,4.41,0.46,
55,150,0,N_I,65.70138809,1255.317039,29.32092231,1434.771821,4.75,0.58,
55,150,0,N_I,16.42534702,524.207973,34.71209517,666.2103363,4.17,1.35,
55,150,0,N_I,0.022,67.54554717,13.80911932,139.513472,3.59,0.55,
55,150,0,N_I,0.9110555,310.1433758,18.29864685,391.7318135,3.62,6.95,
55,150,0,N_I,1.822111,390.5439129,11.83556029,452.089985,5.49,9.12,
55,150,0,N_I,1.642534702,654.9138322,10.84555447,799.4545326,4.38,18.02,
64,150,0,N_I,0.022,0.903,0.324734547,0.0339,50.31,10.65,
64,150,0,N_I,0.022,0.903,0.170268366,0.0339,38.91,9.86,
64,150,0,N_I,0.022,0.903,0.0284,0.0339,98.66,11.7,
64,150,0,N_I,0.022,0.903,1.25798425,0.0339,19.55,9.99,
64,150,0,N_I,0.022,1.805663202,5.779116153,0.067779909,35.8,23.06,
64,150,0,N_I,0.022,0.903,0.706225215,0.0339,24.24,2.85,
64,150,0,N_I,0.044894075,0.903,0.97420364,0.271119635,41.32,0.92,
64,150,0,N_I,0.022,0.903,5.195752746,0.271119635,41.32,0.92,
64,150,0,N_I,6.570138809,0.903,100.5354981,0.0339,8.72,9.22,
64,150,0,N_I,6.570138809,0.903,426.0517251,1.084478538,12.98,2.96,
64,150,0,N_I,26.28055524,0.903,1566.496277,4.337914153,27.28,1.15,
64,150,0,N_I,5.74644154,0.903,2363.009808,17.35165661,11.38,0.39,
64,150,0,N_I,0.022,0.903,1130.20264,21.68957076,8.77,0.06,
64,150,0,N_I,0.022,0.903,259.7902722,51.7838502,22.88,0.8,
64,150,0,N_I,0.718305193,0.903,217.5663523,133.3908602,73.03,18.13,
64,150,0,N_I,6.570138809,0.903,216.6582544,107.3633753,36.33,10,
64,150,0,N_I,0.359152596,14.44530562,85.32749231,51.51273056,36.82,7.55,
64,150,0,N_I,3.644222001,0.903,119.7693709,93.26515428,51.58,1.8,
64,150,0,N_I,0.359152596,0.903,211.7954031,228.5123876,53.08,4.68,
64,150,0,N_I,0.022,1010.906465,164.2092797,108.9900931,14.99,0.53,
64,150,0,N_I,3.464645703,287.3016306,29.67436429,57.47736252,3.12,0.79,
64,150,0,N_I,0.022,277.1066109,33.38155261,10.03142648,2.9,56.86,
64,150,0,N_I,0.089788149,213.2765224,17.09452178,1.626717807,1.49,0.94,
64,150,0,N_I,0.022,27.66475837,4.253153478,3.117875797,13.25,2159.42,
64,150,0,N_I,0.821267351,55.25495908,8.701727073,5.015713239,18.47,1209.53,
64,150,0,N_I,0.022,35.7937843,5.28411324,2.846756163,8.5,194.95,
94,150,0,N_I,0.022,0.903,22.52019596,0.153510263,103.78,4.67,
94,150,0,N_I,0.022,0.903,111.5139227,0.221290172,114.99,24.34,
94,150,0,N_I,0.089788149,10.83397921,454.4929949,11.00543992,51.92,8.35,
94,150,0,N_I,1.642534702,30.58505916,1204.118873,51.24621824,1.06,0.15,
94,150,0,N_I,14.12794726,9.080382129,144.9148331,22.99655673,0.89,0.01,
94,150,0,N_I,49.87821009,69.03857166,116.2807782,105.3687292,1.01,0.19,
94,150,0,N_I,43.96293635,108.7563211,70.97596351,115.4090339,0.79,0.23,
94,150,0,N_I,17.57941895,32.0115965,66.18395624,43.41405676,0.79,0.23,
94,150,0,N_I,34.00476597,236.7408042,38.5902106,242.7120316,1.17,0.1,
94,150,0,N_I,0.022,0.903,0.0284,0.0339,1.43,0.16,
94,150,0,N_I,0.022,0.903,0.0284,0.0339,1.07,0.11,
94,150,0,N_I,0.022,0.903,0.0284,6.889883901,1.08,0.25,
94,150,0,N_I,253.5632573,365.3545942,38.18646513,396.0320151,1.49,0.18,
94,150,0,N_I,285.0730133,0.903,0.908097954,23.99441097,1.37,0.09,
94,150,0,N_I,336.556666,187.5523764,53.57250937,217.8245772,1.89,0.33,
94,150,0,N_I,821.966217,220.4283447,48.8308056,239.0319393,1.92,0.08,
94,150,0,N_I,592.7491032,321.6021484,67.54478569,324.855584,2.12,0.58,
94,150,0,N_I,191.0464063,485.8204506,33.15452813,487.6203421,5.04,1.82,
94,150,0,N_I,77.35235928,783.6153316,12.82556612,794.3614363,3.88,1.1,
94,150,0,N_I,11.58753106,885.5488779,29.88848353,965.7586084,2.76,1.02,
94,150,0,N_I,15.23175307,940.3577335,34.97072403,1019.859223,3.25,1.09,
94,150,0,N_I,2.553590202,443.1684764,41.51571847,586.751295,3.57,1.05,
94,150,0,N_I,0.821267351,378.8035606,35.44347214,586.9466614,3.19,0.78,
94,150,0,N_I,0.022,141.5481639,37.58729953,239.9881647,2.68,0.38,
94,150,0,N_I,0.089788149,465.2529637,18.63918359,599.7546424,2.91,0.8,
94,150,0,N_I,0.022,167.5480489,44.43543244,294.8180332,10.26,18.13,
37,150,,N_I_dap,0.0224,,0.649469093,0.0339,60.51,24.26,
37,150,,N_I_dap,0.0224,,0.706225215,0.0339,59.91,8.89,
37,150,,N_I_dap,0.45552775,,0.170268366,0.203339726,53.99,3.97,
37,150,,N_I_dap,0.0224,,7.273474456,0.0339,27.18,4.34,
37,150,,N_I_dap,0.0224,,7.995501857,0.067779909,12.17,2.21,
37,150,,N_I_dap,0.134682224,,11.29960345,2.635668673,7.61,1.49,
37,150,,N_I_dap,0.0224,,0.0284,0.0339,2.99,0.52,
37,150,,N_I_dap,0.0224,,0.0284,0.0339,2.99,0.52,
37,150,,N_I_dap,428.1843166,,0.0284,5.151273056,4.62,0.99,
37,150,,N_I_dap,183.1401894,,1.298938186,11.92926392,16.56,1.17,
37,150,,N_I_dap,225.0750904,,0.0284,10.84478538,40.74,27.06,
37,150,,N_I_dap,198.128926,,1.752987163,14.36934063,23.55,0.005,
37,150,,N_I_dap,524.7347114,,0.0284,13.04591746,3.12,0.06,
37,150,,N_I_dap,388.3370556,,0.0284,18.56483516,12.53,1.43,
37,150,,N_I_dap,594.8651401,,0.0284,68.99545509,6.82,2.51,
37,150,,N_I_dap,809.8174444,,0.0284,67.00464448,14.15,2.24,
37,150,,N_I_dap,1011.169024,,0.0284,128.3640391,17.94,3.4,
37,150,,N_I_dap,519.6344397,,5.195752746,262.6903423,40.25,34.83,
37,150,,N_I_dap,1621.57902,,0.0284,464.9669008,63.58,6.93,
37,150,,N_I_dap,571.1902277,,0.0284,235.5932824,102.75,4.93,
37,150,,N_I_dap,636.0581989,,0.0284,3078.676455,114.99,8.87,
37,150,,N_I_dap,486.6977929,,0.0284,61.22595885,115.09,8.66,
37,150,,N_I_dap,319.9829505,,0.0284,105.6252289,131.93,4.84,
37,150,,N_I_dap,80.48420041,,0.0284,82.88572251,154.6,5.62,
37,150,,N_I_dap,0.0224,,0.0284,241.8529214,177.68,5.52,
37,150,,N_I_dap,4.927604107,,0.0284,43.10802189,92.57,10.56,
50,150,,N_I_dap,0.0224,,0.056756122,0.0339,182.36,8.37,
50,150,,N_I_dap,0.0224,,0.0284,0.171460709,181.53,3.72,
50,150,,N_I_dap,0.0224,,0.649469093,0.153510263,146.89,2.76,
50,150,,N_I_dap,0.821267351,,3.603684385,0.0339,52.28,2.1,
50,150,,N_I_dap,0.0224,,1.355694309,1.477229419,19.39,8.05,
50,150,,N_I_dap,0.45552775,,0.324734547,14.9468018,65.38,24.25,
50,150,,N_I_dap,0.0224,,0.0284,0.0339,52.23,16.47,
50,150,,N_I_dap,0.0224,,0.0284,0.0339,52.23,16.47,
50,150,,N_I_dap,9.855208214,,0.0284,43.86176658,36.88,10.59,
50,150,,N_I_dap,3.285069405,,0.0284,131.8081569,34.85,4.22,
50,150,,N_I_dap,32.85069405,,5.195752746,41.08622023,6.37,0.36,
50,150,,N_I_dap,34.85238134,,0.0284,32.8164794,36.65,3.2,
50,150,,N_I_dap,4.927604107,,0.0284,15.04027991,31.59,3.69,
50,150,,N_I_dap,1.642534702,,0.0284,20.95783332,69.45,7.74,
50,150,,N_I_dap,0.0224,,0.0284,53.75077344,46.59,10.76,
50,150,,N_I_dap,0.0224,,0.0284,71.31038363,74.08,25.52,
50,150,,N_I_dap,0.0224,,0.0284,51.36641101,16.24,0.4,
50,150,,N_I_dap,3.285069405,,0.0284,75.8413478,18.3,3.07,
50,150,,N_I_dap,0.0224,,0.0284,365.952868,96.96,13.68,
50,150,,N_I_dap,9.855208214,,0.0284,76.74259599,77.7,5.47,
50,150,,N_I_dap,0.0224,,0.0284,30.37640269,64.03,8.94,
50,150,,N_I_dap,2.181263597,,0.0284,25.23258141,59.11,11.46,
50,150,,N_I_dap,4.921017102,,0.0284,42.31087243,79.04,26.39,
50,150,,N_I_dap,2.598484277,,0.0284,17.81396332,68.6,43.38,
50,150,,N_I_dap,8.847777559,,0.0284,116.4537006,108.64,23.18,
50,150,,N_I_dap,19.71041643,,0.0284,79.61348341,109.29,21.03,
53,150,,N_I_dap,0.0224,,0.649469093,0.0339,21.15,4.71,
53,150,,N_I_dap,0.0224,,2.500166315,0.289070081,46.62,14.5,
53,150,,N_I_dap,0.0224,,0.056756122,0.0339,94.77,13.87,
53,150,,N_I_dap,0.0224,,0.762981337,0.0339,28.15,57.48,
53,150,,N_I_dap,0.0224,,0.551759035,0.406679452,63.07,0.16,
53,150,,N_I_dap,0.044894075,,0.324734547,0.753622746,50.92,3.41,
53,150,,N_I_dap,0.0224,,0.0284,0.0339,18.61,1.53,
53,150,,N_I_dap,0.0224,,0.0284,0.0339,18.61,1.53,
53,150,,N_I_dap,3.285069405,,0.0284,404.3043526,1.88,3.23,
53,150,,N_I_dap,133.5576918,,0.0284,340.6237615,9.91,0.005,
53,150,,N_I_dap,539.7234481,,0.0284,186.086266,8.53,0.65,
53,150,,N_I_dap,1244.418672,,0.0284,92.12106153,25.97,0.84,
53,150,,N_I_dap,849.5974299,,0.0284,53.71386264,56.39,1.37,
53,150,,N_I_dap,16.01349839,,0.0284,53.13944837,81.45,10.54,
53,150,,N_I_dap,834.0720132,,0.908097954,317.994012,116.81,10.35,
53,150,,N_I_dap,277.0232878,,0.0284,218.2548577,128.88,3.32,
53,150,,N_I_dap,158.2962445,,0.0284,250.7932534,172.63,15.77,
53,150,,N_I_dap,41.96124905,,0.0284,28.70142238,186.9,8.41,
53,150,,N_I_dap,469.7552052,,0.0284,152.6015633,210.97,16.59,
53,150,,N_I_dap,1029.212607,,1.816195908,1095.229725,196.82,13.01,
53,150,,N_I_dap,276.453351,,0.0284,91.58119016,181.79,0.005,
53,150,,N_I_dap,160.963541,,0.0284,150.9870331,155,6.19,
53,150,,N_I_dap,62.15769833,,0.0284,42.0247273,165.48,4.8,
53,150,,N_I_dap,113.2821984,,0.0284,73.15013889,169.02,10.86,
53,150,,N_I_dap,144.2844334,,0.0284,122.4986482,187.11,23.86,
53,150,,N_I_dap,135.3798028,,0.0284,205.9328778,190.08,14.25,
8,150,0,N_I_cop,0.022,0.903,3.896814559,0.717721854,83.26,3.13,1.714491739
8,150,0,N_I_cop,0.866161426,0.903,6.891983787,1.167569579,69.25,0.005,5.522270457
8,150,0,N_I_cop,1.777216926,0.903,63.45676544,1.628923415,87.63,6.09,4.344742584
8,150,0,N_I_cop,23.50786671,29.2621571,774.5806509,38.78531638,3.47,0.55,7.871540166
8,150,0,N_I_cop,108.3904715,63.58570155,4.618841961,135.8721122,0.99,0.005,12.94284681
8,150,0,N_I_cop,113.7060061,45.00787325,10.07322357,78.42494782,1.03,0.13,31.33601457
8,150,0,N_I_cop,112.6854014,53.87290786,31.68598031,62.44404659,0.83,0.005,8.22081863
8,150,0,N_I_cop,134.9547801,53.73717732,53.42739275,102.2998062,0.83,0.005,6.114015841
8,150,0,N_I_cop,254.7124694,153.4883101,46.7372817,811.8304324,1.32,0.07,6.365713077
8,150,0,N_I_cop,154.8579468,267.0106701,94.26783163,309.3902382,1.35,0.09,11.37909523
8,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,1.01,0.32,0.0429
8,150,0,N_I_cop,125.5509426,449.054061,90.59804156,475.9147502,1.04,0.04,27.16596632
8,150,0,N_I_cop,66.41969328,215.6099298,71.504809,246.6014597,1.18,0.01,52.99371535
8,150,0,N_I_cop,19.68406841,49.28065068,31.52795845,169.8470527,1.11,0.06,38.39498398
8,150,0,N_I_cop,21.12067879,31.86297815,22.82623138,165.0913075,1.31,0.12,34.90267172
8,150,0,N_I_cop,39.60040915,0.903,18.29864685,96.66589318,1.1,0.12,28.396017
8,150,0,N_I_cop,20.42872162,0.903,20.00133052,58.84732145,1.57,0.15,27.37700231
8,150,0,N_I_cop,28.10266624,17.41767253,11.91746817,265.5042505,2.43,0.005,16.97872895
8,150,0,N_I_cop,71.88602628,76.15025121,34.6804908,221.9920236,1.86,0.25,12.00441312
8,150,0,N_I_cop,39.47768598,2.362981998,31.57826195,320.5879675,2.22,0.005,15.51010363
8,150,0,N_I_cop,63.21123802,0.903,35.13453978,318.3035556,2.07,0.35,22.98224673
8,150,0,N_I_cop,89.81142382,19.91436134,40.81594587,506.9776529,1.72,0.11,16.94176214
8,150,0,N_I_cop,53.86841068,10.83397921,40.50701351,314.3215787,1.78,0.11,27.56489526
8,150,0,N_I_cop,67.82995565,5.097509861,49.48606857,228.8883497,1.64,0.18,21.80928409
8,150,0,N_I_cop,84.80720557,75.94198674,53.21906739,268.6179511,2.22,0.13,32.43087284
8,150,0,N_I_cop,79.44261977,19.17126962,31.65727288,94.81976681,2.28,0.8,11.23622054
15,150,0,N_I_cop,0.022,0.903,12.01517822,0.478481236,133.18,23.6,1.191857866
15,150,0,N_I_cop,0.022,3.611326405,7.727523433,3.764836668,99.71,5.32,1.359135026
15,150,0,N_I_cop,0.45552775,0.903,22.5331012,0.153510263,138.93,25.8,0.793031808
15,150,0,N_I_cop,0.022,11.94861681,208.1403597,12.97738106,89.53,1.52,7.67862084
15,150,0,N_I_cop,9.393093459,54.84227492,231.0743094,79.42268821,1.66,0.11,17.45753949
15,150,0,N_I_cop,23.16188812,107.418756,57.27074489,205.7418429,0.98,0.3,65.23534074
15,150,0,N_I_cop,41.1399817,115.5032958,234.5428855,144.9945378,0.81,0.05,47.5435925
15,150,0,N_I_cop,59.13124928,414.3370143,154.0447987,418.2956724,0.81,0.05,46.40444522
15,150,0,N_I_cop,40.87061725,132.2370258,83.42227716,134.6799153,1.24,0.1,37.21156869
15,150,0,N_I_cop,42.87889155,186.2616482,63.17588177,239.5433736,1.22,0.04,18.25213362
15,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,1.08,0.14,0.0429
15,150,0,N_I_cop,56.56448507,408.2739821,68.90693262,470.5452943,1.16,0.07,70.65828714
15,150,0,N_I_cop,18.24745802,164.1000039,15.196418,254.2948274,1.29,0.005,13.25679594
15,150,0,N_I_cop,64.57123426,267.4464184,53.44609188,437.2000969,1.05,0.1,42.80088735
15,150,0,N_I_cop,41.93490103,36.32152852,33.89881034,184.4814746,1.4,0.16,57.49956249
15,150,0,N_I_cop,164.7658511,96.12376171,45.52604527,183.3425498,1.31,0.12,25.81101484
15,150,0,N_I_cop,109.6858126,79.65744538,48.57797062,140.8325841,1.7,0.08,23.19376785
15,150,0,N_I_cop,435.9851415,79.65744538,33.77239285,204.7428497,1.81,0.04,16.3932913
15,150,0,N_I_cop,796.8255352,531.9204699,64.16522886,768.8020178,2.61,0.86,24.89980641
15,150,0,N_I_cop,397.7208104,234.3055213,25.5879235,439.3260625,3.01,0.71,16.4267597
15,150,0,N_I_cop,410.1559569,331.7521851,44.14519921,539.6506579,2.84,0.38,18.33405541
15,150,0,N_I_cop,250.6134224,420.9798568,37.05134268,613.1313674,3.43,0.39,24.36733741
15,150,0,N_I_cop,325.3750993,661.3933933,27.11388617,906.4305984,4.34,0.72,31.97677399
15,150,0,N_I_cop,232.8544271,1093.846189,42.56893304,1363.771236,3.45,0.56,18.21148607
15,150,0,N_I_cop,65.88096439,2078.074666,36.20645348,2296.946069,4.33,0.3,10.0514913
15,150,0,N_I_cop,58.20701977,1080.307256,35.62019313,1187.583359,5.14,44.63,13.96998632
55,150,0,N_I_cop,0.821267351,3.611326405,83.63349947,4.011344668,104.56,11.49,2.756930376
55,150,0,N_I_cop,0.044894075,3.611326405,103.5348817,4.359111007,106.64,16.55,0.666163566
55,150,0,N_I_cop,1.642534702,43.97285263,867.1492274,55.4515049,67.55,1.44,6.791491579
55,150,0,N_I_cop,21.14702681,59.10227444,3165.014086,284.2960205,1.47,0.32,13.58298316
55,150,0,N_I_cop,14.11477325,328.6307028,1.980011652,381.4877406,1.56,0.34,22.7110693
55,150,0,N_I_cop,40.85744324,660.4420371,0.454048977,874.9260968,1.61,1.01,157.038507
55,150,0,N_I_cop,132.8393866,370.765311,35.58858875,571.1662948,1.18,0.11,74.68776816
55,150,0,N_I_cop,104.7103723,135.9524844,62.02140146,188.0732026,1.18,0.11,47.54044105
55,150,0,N_I_cop,126.1638557,310.5740708,123.2753452,378.1037505,1.77,0.21,31.99304921
55,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,2.02,0.37,0.0429
55,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,1.41,0.08,0.0429
55,150,0,N_I_cop,689.0408777,92.61656754,69.3609816,230.9117302,1.67,0.08,20.37447474
55,150,0,N_I_cop,871.4627619,442.2762693,79.75248709,578.8338761,2.11,0.09,50.2838124
55,150,0,N_I_cop,852.8727796,262.9878681,79.75248709,381.2234533,1.5,0.09,17.51704542
55,150,0,N_I_cop,450.9738781,31.86297815,48.57797062,92.82777382,2.68,0.19,17.26911387
55,150,0,N_I_cop,1032.124706,300.79558,73.64863639,383.8268845,1.95,0.65,5.486742698
55,150,0,N_I_cop,448.3973942,251.9314583,32.08261443,350.5963355,2.89,0.04,22.68891978
55,150,0,N_I_cop,742.0041171,454.9987948,39.09456308,587.1422056,3.09,0.8,21.06930255
55,150,0,N_I_cop,523.245405,892.1633882,59.87757406,953.6595882,4.17,0.88,0.0429
55,150,0,N_I_cop,148.1609278,1079.327568,35.36156427,1292.37534,4.41,0.46,9.258878303
55,150,0,N_I_cop,65.70138809,1255.317039,29.32092231,1434.771821,4.75,0.58,6.962867074
55,150,0,N_I_cop,16.42534702,524.207973,34.71209517,666.2103363,4.17,1.35,5.985240433
55,150,0,N_I_cop,0.022,67.54554717,13.80911932,139.513472,3.59,0.55,1.756795355
55,150,0,N_I_cop,0.9110555,310.1433758,18.29864685,391.7318135,3.62,6.95,8.033321331
55,150,0,N_I_cop,1.822111,390.5439129,11.83556029,452.089985,5.49,9.12,9.849185862
55,150,0,N_I_cop,1.642534702,654.9138322,10.84555447,799.4545326,4.38,18.02,1.278711343
64,150,0,N_I_cop,0.022,0.903,0.324734547,0.0339,50.31,10.65,0.0429
64,150,0,N_I_cop,0.022,0.903,0.170268366,0.0339,38.91,9.86,0.0429
64,150,0,N_I_cop,0.022,0.903,0.0284,0.0339,98.66,11.7,0.0429
64,150,0,N_I_cop,0.022,0.903,1.25798425,0.0339,19.55,9.99,0.0429
64,150,0,N_I_cop,0.022,1.805663202,5.779116153,0.067779909,35.8,23.06,0.0429
64,150,0,N_I_cop,0.022,0.903,0.706225215,0.0339,24.24,2.85,0.0429
64,150,0,N_I_cop,0.044894075,0.903,0.97420364,0.271119635,41.32,0.92,2.546809342
64,150,0,N_I_cop,0.022,0.903,5.195752746,0.271119635,41.32,0.92,218.0625025
64,150,0,N_I_cop,6.570138809,0.903,100.5354981,0.0339,8.72,9.22,1442.872424
64,150,0,N_I_cop,6.570138809,0.903,426.0517251,1.084478538,12.98,2.96,621.73168
64,150,0,N_I_cop,26.28055524,0.903,1566.496277,4.337914153,27.28,1.15,804.7108119
64,150,0,N_I_cop,5.74644154,0.903,2363.009808,17.35165661,11.38,0.39,1452.108436
64,150,0,N_I_cop,0.022,0.903,1130.20264,21.68957076,8.77,0.06,170.2756627
64,150,0,N_I_cop,0.022,0.903,259.7902722,51.7838502,22.88,0.8,12.8385268
64,150,0,N_I_cop,0.718305193,0.903,217.5663523,133.3908602,73.03,18.13,303.5964335
64,150,0,N_I_cop,6.570138809,0.903,216.6582544,107.3633753,36.33,10,528.2610795
64,150,0,N_I_cop,0.359152596,14.44530562,85.32749231,51.51273056,36.82,7.55,180.8292067
64,150,0,N_I_cop,3.644222001,0.903,119.7693709,93.26515428,51.58,1.8,34.34732517
64,150,0,N_I_cop,0.359152596,0.903,211.7954031,228.5123876,53.08,4.68,50.91262626
64,150,0,N_I_cop,0.022,1010.906465,164.2092797,108.9900931,14.99,0.53,28.86383921
64,150,0,N_I_cop,3.464645703,287.3016306,29.67436429,57.47736252,3.12,0.79,10.18723737
64,150,0,N_I_cop,0.022,277.1066109,33.38155261,10.03142648,2.9,56.86,2.040794313
