tank,FLUCT,pred,COMP,Cer_ug,Dapp_ug,Sca_ug,Clad_ug,e_chl,i_chl,cop_ug
92,150,,DAPSCA,,43.7524458,2492.357954,,1.88,0.29,
92,150,,DAPSCA,,95.38066998,198.1828865,,1.69,0.03,
92,150,,DAPSCA,,76.68507846,99.17335114,,1.49,0.66,
92,150,,DAPSCA,,179.0518046,131.3592075,,1.31,0.25,
92,150,,DAPSCA,,150.3836239,54.49351257,,1.31,0.25,
92,150,,DAPSCA,,357.0314699,71.0520775,,2.01,0.25,
92,150,,DAPSCA,,270.5987176,61.56735248,,3.48,0.35,
92,150,,DAPSCA,,160.5644776,72.66574193,,1.8,0.1,
92,150,,DAPSCA,,108.2214938,36.85012869,,1.71,0.08,
92,150,,DAPSCA,,496.0154704,61.56735248,,1.86,0.2,
92,150,,DAPSCA,,350.0762307,41.23839048,,1.33,0.2,
92,150,,DAPSCA,,76.89334293,56.49801723,,1.63,11.36,
92,150,,DAPSCA,,0.9,16.96520735,,1.68,0.005,
92,150,,DAPSCA,,0.9,43.72275461,,11.91,34.19,
92,150,,DAPSCA,,0.9,95.70898949,,13.33,0.49,
92,150,,DAPSCA,,0.9,296.2147974,,55.49,147.21,
92,150,,DAPSCA,,11.62913706,709.15112,,50.63,8.33,
92,150,,DAPSCA,,19.83272065,96.23559678,,99.23,216.94,
92,150,,DAPSCA,,130.3651304,72.96822167,,18.55,8340.86,
92,150,,DAPSCA,,288.4021021,45.27097209,,9.89,3595.86,
92,150,,DAPSCA,,12.69170853,12.2580049,,19.08,8776.46,
92,150,,DAPSCA,,162.9037256,13.79976976,,33.73,5916.25,
92,150,,DAPSCA,,29.68576908,5.974536269,,21.52,5422.57,
71,150,,N_CER_DAP,,,25.93780979,0.0339,113.68,14.65,
71,150,,N_CER_DAP,,,142.517512,2.546809342,152.67,21.3,
71,150,,N_CER_DAP,,,388.9618015,0.424468224,156.96,16.91,
71,150,,N_CER_DAP,,,1599.134087,0.0339,15.32,1.05,
71,150,,N_CER_DAP,,,1644.339866,0.0339,1.02,0.06,
71,150,,N_CER_DAP,,,1794.464675,0.0339,2.19,0.005,
71,150,,N_CER_DAP,,,1002.876156,0.0339,1.68,0.005,
71,150,,N_CER_DAP,,,356.6728379,0.0339,1.68,0.005,
71,150,,N_CER_DAP,,,2232.378564,0.0339,2.23,0.005,
71,150,,N_CER_DAP,,,1232.977841,0.0339,2.27,0.59,
71,150,,N_CER_DAP,,,719.2893937,0.0339,1.85,0.1,
71,150,,N_CER_DAP,,,1031.493877,13.58298316,2.18,1.18,
71,150,,N_CER_DAP,,,1118.671281,15.6547374,9.76,0.57,
71,150,,N_CER_DAP,,,2542.720501,2.168957076,3.87,0.99,
71,150,,N_CER_DAP,,,886.789211,5.658411624,29.86,0.75,
71,150,,N_CER_DAP,,,176.6555933,10.72947664,80.71,12.82,
71,150,,N_CER_DAP,,,15.70077048,5.635857953,126.9,12.83,
71,150,,N_CER_DAP,,,22.52441038,6.761115694,144.19,4.18,
71,150,,N_CER_DAP,,,38.35739223,15.10971869,125.57,0.005,
71,150,,N_CER_DAP,,,23.68692277,8.114887387,103.04,6.84,
71,150,,N_CER_DAP,,,16.08871377,14.34635092,87.825,11.5,
71,150,,N_CER_DAP,,,75.88148302,9.744980373,72.61,16.16,
71,150,,N_CER_DAP,,,42.94107414,18.94772148,86.02,98.12,
71,150,,N_CER_DAP,,,39.30288844,20.37447474,62.52,3.07,
71,150,,N_CER_DAP,,,10.32539981,2.546809342,72.8,2.95,
71,150,,N_CER_DAP,,,2.613678559,5.093618684,74.8,7.02,
12,150,,N_CER,,0.903,9.79879252,0.0339,90.2,0.005,
12,150,,N_CER,,20.79115989,65.45837316,0.067779909,65.29,1.95,
12,150,,N_CER,,120.519165,251.9427839,0.203339726,97.99,6,
12,150,,N_CER,,91.10205191,640.7326028,0.0339,3.62,0.005,
12,150,,N_CER,,141.9197098,3.587882199,0.203339726,1.91,0.59,
12,150,,N_CER,,131.8654799,12.96133317,0.067779909,1.99,0.85,
12,150,,N_CER,,0.903,0.028378061,0.0339,1.44,0.005,
12,150,,N_CER,,206.7827952,35.73370537,0.0339,1.44,0.005,
12,150,,N_CER,,199.3068948,90.82506605,0.0339,1.68,0.37,
12,150,,N_CER,,487.5148986,51.95752746,0.0339,1.98,0.11,
12,150,,N_CER,,388.8352989,82.31296521,0.0339,1.46,0.25,
12,150,,N_CER,,244.6638224,47.56926567,0.0339,1.99,0.005,
12,150,,N_CER,,145.1369988,37.94074151,0.0339,2.57,0.005,
12,150,,N_CER,,124.1529829,27.24030366,0.0339,2.03,0.2,
12,150,,N_CER,,171.2043584,41.91946394,0.271119635,2.45,0.04,
12,150,,N_CER,,587.829797,68.25166965,0.135559817,3.01,0.23,
12,150,,N_CER,,351.5624142,40.22968552,0.29956017,2.97,0.29,
12,150,,N_CER,,489.7441738,15.196418,0.0339,3.18,1.99,
12,150,,N_CER,,619.7519243,34.80690829,0.271119635,3.55,0.87,
12,150,,N_CER,,371.1868704,45.6050562,1.287818264,3.11,0.36,
12,150,,N_CER,,718.4765071,22.71271913,1.49115799,2.78,0.43,
12,150,,N_CER,,419.6652801,20.6666018,2.439609435,2.43,0.49,
12,150,,N_CER,,339.0564786,29.37478149,0.542239269,2.4,0.82,
12,150,,N_CER,,420.8982161,24.48150848,1.084478538,2.3,0.19,
12,150,,N_CER,,650.983026,15.48019862,0.203339726,2.33,0.6,
12,150,,N_CER,,553.0831757,28.44442873,1.558937899,2.13,0.58,
29,150,,N_CER,,0.903,14.28832005,0.0339,39.43,3.47,
29,150,,N_CER,,16.77871304,26.30349827,2.546809342,72.22,22.36,
29,150,,N_CER,,39.66544129,205.8656384,1.833432712,96.65,6.39,
29,150,,N_CER,,419.0654631,826.257961,0.0339,2.99,0.005,
29,150,,N_CER,,80.4005371,81.86471012,0.0339,2.34,0.24,
29,150,,N_CER,,1083.397921,74.35552035,0.0339,2.52,0.54,
29,150,,N_CER,,137.6469323,142.9000582,0.0339,2.08,0.07,
29,150,,N_CER,,134.1397382,212.7756626,0.0339,2.08,0.07,
29,150,,N_CER,,395.9679855,64.19103935,0.0339,2.24,0.12,
29,150,,N_CER,,928.4232828,105.4294298,0.0339,2.67,0.31,
29,150,,N_CER,,1188.973611,48.95722309,0.0339,1.65,0.1,
29,150,,N_CER,,725.2376479,14.3515288,0.0339,1.99,0.09,
29,150,,N_CER,,0.903,0.324734547,0.0339,4.67,0.68,
29,150,,N_CER,,0.903,0.113512244,0.067779909,10.79,0.74,
29,150,,N_CER,,0.903,0.028378061,0.0339,12.49,1.34,
29,150,,N_CER,,0.903,0.028378061,0.0339,19.36,1.07,
29,150,,N_CER,,0.903,0.056756122,0.0339,29.04,1.96,
29,150,,N_CER,,0.903,0.113512244,0.067779909,24.54,0.005,
29,150,,N_CER,,3.611326405,0.028378061,2.033397259,27.07,3.22,
29,150,,N_CER,,0.903,0.028378061,0.0339,24.43,1.08,
29,150,,N_CER,,0.903,0.028378061,0.0339,19.06,1.74,
29,150,,N_CER,,0.903,0.028378061,0.0339,28.88,1.86,
29,150,,N_CER,,0.903,0.028378061,0.0339,48.11,0.55,
29,150,,N_CER,,0.903,0.028378061,0.0339,66.72,4.66,
29,150,,N_CER,,0.903,0.028378061,0.0339,56.08,1.04,
29,150,,N_CER,,3.611326405,0.028378061,0.067779909,58.46,2.56,
42,150,,N_CER,,0.903,20.51503256,0.0339,113.78,5.49,
42,150,,N_CER,,0.903,245.6192821,0.135559817,113.59,10.34,
42,150,,N_CER,,0.903,1098.88907,0.0339,44.1,3.34,
42,150,,N_CER,,0.903,1125.967145,0.0339,3.22,0.005,
42,150,,N_CER,,0.903,197.1496886,0.0339,1.39,0.1,
42,150,,N_CER,,7.22265281,414.5535427,0.271119635,3.72,0.43,
42,150,,N_CER,,3.611326405,373.7699947,0.0339,1.72,0.27,
42,150,,N_CER,,0.903,659.899584,0.542239269,1.72,0.27,
42,150,,N_CER,,28.89061124,901.8297182,0.0339,2.21,0.005,
42,150,,N_CER,,62.23977284,825.6063809,1.626717807,2.94,0.99,
42,150,,N_CER,,261.6816169,763.1878214,1.084478538,1.48,0.11,
42,150,,N_CER,,197.1226027,342.0400287,0.0339,1.7,0.59,
42,150,,N_CER,,495.5989414,349.1267739,3.795674884,2.4,0.4,
42,150,,N_CER,,544.5650928,227.1519819,0.0339,2.02,0.08,
42,150,,N_CER,,239.9378584,81.32941201,1.897837442,2.12,0.19,
42,150,,N_CER,,293.0381,70.20587081,4.609033787,1.5,0.005,
42,150,,N_CER,,84.650823,166.6575631,1.084478538,1.43,0.09,
42,150,,N_CER,,57.90784625,23.0316598,9.760306844,2.13,0.06,
42,150,,N_CER,,90.80382129,20.00133052,2.98231598,1.3,0.16,
42,150,,N_CER,,18.66601694,15.65981655,2.575636528,1.47,0.18,
42,150,,N_CER,,4.540191065,3.108681472,1.355598173,1.5,0.27,
42,150,,N_CER,,17.2318996,9.165125613,6.100191777,5.43,4180.27,
42,150,,N_CER,,43.62582202,18.79364977,14.03044109,7.54,59.01,
42,150,,N_CER,,26.1265088,12.52598332,13.01374246,4.2,1221.7,
42,150,,N_CER,,269.8248089,11.75365242,11.11590502,14.96,9984.49,
42,150,,N_CER,,94.47429686,6.542097491,3.524555249,5.65,8014.52,
81,150,,N_CER,,0.903,38.27772256,0.0339,16.53,2.61,
81,150,,N_CER,,0.903,121.5800349,2.971277566,41.94,1.86,
81,150,,N_CER,,0.903,248.1089162,3.445736926,68.31,0.005,
81,150,,N_CER,,0.903,249.2997392,2.257900936,67.9,3.21,
81,150,,N_CER,,1.991436134,31.79593688,1.113980905,97.04,3.42,
81,150,,N_CER,,0.903,9.114822114,2.614589251,129.73,3.72,
81,150,,N_CER,,0.903,25.51246825,0.0339,129.17,4.39,
81,150,,N_CER,,1.805663202,31.62277157,0.353650727,129.17,4.39,
81,150,,N_CER,,0.903,82.32007657,2.829205812,64.24,1,
81,150,,N_CER,,0.903,65.10782812,5.305197657,74.87,15.9,
81,150,,N_CER,,0.903,29.57955117,3.819777254,30.97,0.14,
81,150,,N_CER,,0.903,76.92310983,7.07301453,36.49,2.72,
81,150,,N_CER,,0.903,133.8448891,9.843215609,32.7,5.36,
81,150,,N_CER,,31.11988642,65.1997443,15.17150287,38.75,9.56,
81,150,,N_CER,,204.55352,153.9584144,17.52096822,33.12,2.78,
81,150,,N_CER,,176.25937,73.95309235,29.37653666,2.31,0.03,
81,150,,N_CER,,175.4546443,3.896814559,42.37908245,2.87,0.43,
81,150,,N_CER,,444.0606834,13.34282384,24.31936904,5.31,0.27,
81,150,,N_CER,,539.2947229,42.60053741,46.35177153,5.83,0.09,
81,150,,N_CER,,276.3635192,45.77888025,25.46285231,4.28,0.47,
81,150,,N_CER,,160.3845453,61.78278921,16.97523487,3.67,0.26,
81,150,,N_CER,,99.92086105,51.14200442,17.80334496,3.15,0.59,
81,150,,N_CER,,105.5756897,41.12198129,11.73825388,2.75,0.21,
81,150,,N_CER,,24.74445757,20.67595136,5.207478623,2.6,0.31,
81,150,,N_CER,,58.48765658,9.001309869,5.086669989,7.83,246.99,
81,150,,N_CER,,69.88603764,8.263480282,11.59401806,2.36,0.44,
3,150,,SCA,,,5.195752746,,229.13,0.005,
3,150,,SCA,,,15.26252369,,207.32,40.82,
3,150,,SCA,,,68.62315201,,428.13,28.69,
3,150,,SCA,,,236.9431035,,80.14,10.63,
3,150,,SCA,,,1.680428855,,2.48,0.08,
3,150,,SCA,,,4.505329716,,11.17,4.13,
3,150,,SCA,,,35.49733132,,93.16,22.13,
3,150,,SCA,,,113.0476554,,93.16,22.13,
3,150,,SCA,,,1196.561221,,4.75,0.96,
3,150,,SCA,,,366.5871189,,1.78,0.6,
3,150,,SCA,,,189.6476102,,4.93,0.93,
3,150,,SCA,,,1286.245895,,15.02,2.09,
3,150,,SCA,,,816.2135797,,2.12,0.01,
3,150,,SCA,,,302.3160131,,7.33,0.14,
3,150,,SCA,,,692.7682923,,12.9,2.04,
3,150,,SCA,,,832.8585289,,2.66,0.19,
3,150,,SCA,,,244.9125329,,6.8,0.54,
3,150,,SCA,,,132.3189265,,7.75,0.005,
3,150,,SCA,,,247.5104093,,18.95,1.75,
3,150,,SCA,,,23.99295819,,71.81,0.66,
3,150,,SCA,,,20.25350676,,57.64,2.01,
3,150,,SCA,,,28.18356167,,77.79,4.13,
3,150,,SCA,,,46.5863712,,97.24,9.12,
3,150,,SCA,,,66.30102417,,103.22,5.04,
3,150,,SCA,,,43.67310985,,180.7,6.73,
3,150,,SCA,,,39.58956599,,178.24,5.38,
30,150,,SCA,,,35.07133103,,105.12,0.005,
30,150,,SCA,,,200.1248412,,91.05,0.47,
30,150,,SCA,,,281.753836,,83.74,2.18,
30,150,,SCA,,,559.959823,,68.44,2.31,
30,150,,SCA,,,1807.074804,,34.69,3.17,
30,150,,SCA,,,76.6854183,,36.27,4.04,
30,150,,SCA,,,5581.127624,,7.32,0.33,
30,150,,SCA,,,2134.175472,,7.32,0.33,
30,150,,SCA,,,449.4147069,,65.59,32.2,
30,150,,SCA,,,3647.957874,,64.88,7.94,
30,150,,SCA,,,2164.323917,,37.54,16.56,
30,150,,SCA,,,1275.647905,,42.73,6.73,
30,150,,SCA,,,570.072683,,12.33,3.82,
30,150,,SCA,,,81.78411973,,120.34,2.92,
30,150,,SCA,,,81.49388649,,121.58,12.9,
30,150,,SCA,,,160.1370616,,78.35,15.37,
30,150,,SCA,,,47.46997615,,89.53,6.38,
30,150,,SCA,,,16.39474919,,67.9,4.53,
30,150,,SCA,,,13.40603259,,60.31,12.3,
30,150,,SCA,,,121.777828,,56.5,5.87,
30,150,,SCA,,,2.020965588,,54.94,2.26,
30,150,,SCA,,,0.056756122,,56.65,1.41,
30,150,,SCA,,,0.028378061,,58.36,1.24,
30,150,,SCA,,,0.028378061,,72.61,4.1,
30,150,,SCA,,,0.028378061,,97.13,5.71,
30,150,,SCA,,,0.028378061,,97.13,13.32,
56,150,,SCA,,,28.5766401,,30.41,0.005,
56,150,,SCA,,,76.80762136,,89.25,25.18,
56,150,,SCA,,,512.2744102,,44.5,3.52,
56,150,,SCA,,,1211.983077,,30.25,0.71,
56,150,,SCA,,,3548.374668,,1.57,0.16,
56,150,,SCA,,,776.9399172,,1.53,0.33,
56,150,,SCA,,,553.0305758,,1.02,0.05,
56,150,,SCA,,,416.9812855,,1.02,0.05,
56,150,,SCA,,,529.265166,,4.03,0.37,
56,150,,SCA,,,973.7864803,,2.14,0.93,
56,150,,SCA,,,786.3854003,,1.15,0.005,
56,150,,SCA,,,1293.304194,,1.43,0.06,
56,150,,SCA,,,679.2403816,,1.64,0.03,
56,150,,SCA,,,1528.377243,,5.5,0.01,
56,150,,SCA,,,1006.722398,,10.38,1.37,
56,150,,SCA,,,413.3667992,,50.47,6.32,
56,150,,SCA,,,154.0100354,,96.65,2.58,
56,150,,SCA,,,43.82467909,,123.08,2.1,
56,150,,SCA,,,40.11972896,,162.99,0.005,
56,150,,SCA,,,12.10064178,,145.93,8.94,
56,150,,SCA,,,5.088693124,,118.05,17.28,
56,150,,SCA,,,30.60471705,,105.52,9.31,
56,150,,SCA,,,17.92716449,,108.82,0.28,
56,150,,SCA,,,22.56180864,,99.88,8.29,
56,150,,SCA,,,9.956814382,,127.16,6.1,
56,150,,SCA,,,15.32573243,,106.55,7.88,
84,150,,SCA,,,3.247345466,,16.06,1.21,
84,150,,SCA,,,22.0000413,,60.62,1.1,
84,150,,SCA,,,59.62829477,,102.75,5.98,
84,150,,SCA,,,40.44736045,,102.75,9.51,
84,150,,SCA,,,60.17136298,,77.15,8.31,
84,150,,SCA,,,146.1015766,,71.66,0.66,
84,150,,SCA,,,402.1525322,,22.64,0.11,
84,150,,SCA,,,971.8796781,,22.64,0.11,
84,150,,SCA,,,471.7895243,,5.05,0.89,
84,150,,SCA,,,1620.105676,,5.28,0.18,
84,150,,SCA,,,901.6674895,,26.08,3.19,
84,150,,SCA,,,1033.17102,,18.68,3.12,
84,150,,SCA,,,439.4203595,,91.16,2.85,
84,150,,SCA,,,171.8907141,,120.71,16.18,
84,150,,SCA,,,405.532089,,133.79,31.41,
84,150,,SCA,,,92.98311617,,88.46,30.81,
84,150,,SCA,,,56.47352422,,109.6,16.62,
84,150,,SCA,,,35.92622855,,70.47,1.34,
84,150,,SCA,,,492.4461178,,91.99,6.87,
84,150,,SCA,,,1803.210012,,57.55,8.49,
84,150,,SCA,,,462.878111,,46.13,3.88,
84,150,,SCA,,,924.926385,,62.62,2.76,
84,150,,SCA,,,996.4290989,,75.27,0.67,
84,150,,SCA,,,231.8172741,,77.08,2.48,
84,150,,SCA,,,83.62612612,,80.32,4.26,
84,150,,SCA,,,50.42866784,,85.21,6.99,
18,150,,N,0.022447037,0.902831601,3.799104501,0.033889954,119.75,5.86,
18,150,,N,0.022447037,7.22265281,11.9081186,0.033889954,263.56,9.43,
18,150,,N,0.022447037,81.21818649,51.36191754,0.033889954,124.78,12.22,
18,150,,N,0.022447037,105.9330695,310.779128,0.033889954,3.77,0.005,
18,150,,N,0.022447037,362.9786885,9.546616282,0.033889954,1.79,0.005,
18,150,,N,0.022447037,421.2331043,10.84555447,0.033889954,1.45,1.04,
18,150,,N,0.022447037,0.902831601,0.028378061,0.033889954,1.22,0.03,
18,150,,N,0.022447037,277.8497026,68.56771337,0.271119635,1.22,0.03,
18,150,,N,0.022447037,625.4883937,194.6279262,0.033889954,1.92,0.06,
18,150,,N,7.288444002,1060.868573,264.833797,0.033889954,2.19,0.22,
18,150,,N,0.9110555,201.8035836,123.8660819,0.033889954,1.83,0.3,
18,150,,N,20.69808607,249.7613323,101.7841328,0.033889954,2.1,0.18,
18,150,,N,85.612869,133.7232092,50.16714204,0.033889954,1.5,0.8,
18,150,,N,199.0170878,149.119871,10.22768975,0.271119635,1.79,0.54,
18,150,,N,304.4672535,159.3148908,14.93199526,1.084478538,2.53,0.83,
18,150,,N,805.2968291,107.0618732,61.11330351,0.542239269,2.29,0.07,
18,150,,N,299.9036619,231.9579478,13.44343084,0.033889954,2.51,0.92,
18,150,,N,453.4352502,297.1700875,32.08261443,0.542239269,2.72,1.04,
18,150,,N,159.3737023,366.0077198,7.793629118,0.033889954,2.52,3,
18,150,,N,10.31073596,250.9505275,2.118675646,0.033889954,2.87,0.47,
18,150,,N,0.022447037,299.5472356,0.324734547,0.033889954,2.31,0.75,
18,150,,N,0.022447037,150.4723477,0.324734547,0.067779909,2.65,1.02,
18,150,,N,0.022447037,214.7922804,0.028378061,0.033889954,2.46,0.7,
18,150,,N,0.022447037,307.1343513,0.028378061,0.033889954,2.17,0.58,
18,150,,N,1.456371399,345.2911176,0.056756122,0.067779909,1.47,0.35,
18,150,,N,0.022447037,417.7850593,2.329897948,0.067779909,2.75,1.27,
87,150,,N,0.022447037,0.902831601,27.04778048,0.033889954,143.33,0.005,
87,150,,N,0.022447037,2.177209066,17.13547572,0.033889954,191.82,0.005,
87,150,,N,0.022447037,155.7485474,314.150256,0.677799086,146.1,0.67,
87,150,,N,0.022447037,237.4294883,680.2728012,1.084478538,2.14,0.04,
87,150,,N,0.022447037,301.6286379,111.8867225,1.626717807,1.79,0.23,
87,150,,N,1.642534702,255.230388,50.71021025,1.355598173,1.85,0.05,
87,150,,N,0.022447037,0.902831601,0.028378061,0.033889954,1.64,0.19,
87,150,,N,1.642534702,86.13700646,158.91292,5.151273056,1.64,0.19,
87,150,,N,3.285069405,276.5717836,164.5885322,5.422392691,2.62,0.24,
87,150,,N,10.21436081,552.1022449,149.1766774,21.68957076,2.44,0.32,
87,150,,N,8.930978704,484.0077044,73.93886963,16.08138004,1.72,0.01,
87,150,,N,31.00223503,664.9005874,90.27041007,16.26717807,1.6,0.09,
87,150,,N,94.8551641,491.0220927,92.96889344,1.926277977,2.26,1.14,
87,150,,N,72.06074275,569.4915853,51.17584699,9.472163288,1.58,0.27,
87,150,,N,101.1930306,94.102751,42.43672166,8.789590446,2.03,0.02,
87,150,,N,199.7666009,177.1490922,21.69110894,12.27055034,2.11,16.11,
87,150,,N,431.0097011,128.9380961,21.23705996,11.24295287,1.47,0.28,
87,150,,N,14.72352928,1.991436134,1.412450431,1.986947752,2.94,0.09,
87,150,,N,217.3221017,0.902831601,33.57117885,8.247351177,1.64,0.43,
87,150,,N,34.81944632,23.71146068,31.38284184,1.038029031,4.25,178.22,
87,150,,N,25.16357542,0.902831601,10.08257313,5.004814401,130.69,9868.76,
87,150,,N,38.30385304,13.24902733,11.485674,2.318737161,2.97,433.93,
87,150,,N,17.07778217,3.106073726,9.887153015,5.572172776,2.4,4032.99,
87,150,,N,13.60117741,0.902831601,6.583051427,2.17606721,32.8,6647.09,
87,150,,N,3.419751628,2.177209066,0.113512244,9.917197062,15.77,2887.85,
87,150,,N,0.022447037,0.902831601,0.028378061,8.365069644,28.3,2659.75,
93,150,,N,0.022447037,0.902831601,8.742681008,0.135559817,219.83,6.57,
93,150,,N,0.022447037,5.788535471,44.45413157,0.067779909,250.49,2.52,
93,150,,N,0.022447037,50.76683414,166.4140776,0.033889954,169.16,49.17,
93,150,,N,0.022447037,426.9412415,1212.989146,0.033889954,1.69,0.17,
93,150,,N,0.022447037,259.4665078,22.64951039,0.033889954,1.22,0.005,
93,150,,N,0.022447037,174.874834,37.70081178,0.033889954,1.02,0.5,
93,150,,N,0.022447037,0.902831601,0.028378061,0.033889954,1.03,0.19,
93,150,,N,0.022447037,93.83533737,65.94982039,0.033889954,1.03,0.19,
93,150,,N,3.644222001,1399.888394,140.3369451,1.626717807,1.58,0.14,
93,150,,N,0.179576298,350.2844952,130.9915428,7.320230133,1.88,0.16,
93,150,,N,3.285069405,313.8446683,137.5494425,11.38702465,1.6,0.11,
93,150,,N,217.4274938,243.8474154,44.7443648,3.795674884,1.68,0.23,
93,150,,N,37.21322124,1034.5338,43.83626685,69.94886571,2.09,0.3,
93,150,,N,39.72728941,473.4861219,28.88109606,0.033889954,1.68,0.63,
93,150,,N,67.81678164,208.7588228,24.77463866,13.55598173,1.72,0.62,
93,150,,N,505.7952962,963.1403295,22.59920689,9.760306844,1.57,0.005,
93,150,,N,437.4217518,492.6265745,28.24900861,4.880153422,1.59,0.25,
93,150,,N,940.5448918,173.3436674,32.08261443,10.84478538,1.88,0.05,
93,150,,N,833.4591001,0.902831601,21.69110894,16.26717807,1.81,0.95,
93,150,,N,364.8174204,7.965744538,32.14582317,7.591349767,1.55,0.38,
93,150,,N,418.3242485,0.902831601,9.15577605,14.64046027,1.68,50.34,
93,150,,N,175.593125,0.902831601,7.402788886,2.711196345,13.09,9986.36,
93,150,,N,155.9305448,0.902831601,8.083862352,8.675828306,3.44,8305.96,
93,150,,N,67.46837313,8.337290401,6.866832037,2.440076711,10.94,1719.77,
93,150,,N,633.6924992,18.90385599,14.80557777,4.880153422,20.22,3160.48,
93,150,,N,313.4557881,0.902831601,3.05192535,10.30254611,2.42,5.45,
96,150,,N,0.02244,2.362981998,0.0284,0.0339,91.63,8.25,
96,150,,N,0.02244,15.79778226,0.324734547,0.0339,161.88,13.33,
96,150,,N,0.02244,50.07580853,0.056756122,0.0339,155.31,34.6,
96,150,,N,0.410633676,507.2626227,2.597876373,0.0339,3.42,0.86,
96,150,,N,0.866161426,780.0465035,0.0284,314.1853972,2.05,0.2,
96,150,,N,0.45552775,281.1711239,0.0284,0.0339,1.6,0.9,
96,150,,N,0.02244,429.4366879,0.324734547,0.0339,1.58,0.005,
96,150,,N,0.821267351,94.84584272,0.0284,0.0339,1.58,0.005,
96,150,,N,0.044894075,149.4168592,0.0284,0.088152815,2.76,0.04,
96,150,,N,0.02244,0.903,0.056756122,0.0339,3.31,0.13,
96,150,,N,0.02244,0.903,0.0284,0.0339,2.08,0.03,
96,150,,N,0.02244,12.82541535,0.0284,2.271600288,1.69,0.02,
96,150,,N,0.02244,159.849718,1.298938186,33.49806977,2.23,0.52,
96,150,,N,0.02244,155.3911676,1.298938186,42.6926073,2,0.47,
96,150,,N,0.02244,273.8076812,0.0284,131.0084057,2.12,0.13,
96,150,,N,3.285069405,254.1607335,0.227024489,106.5152455,2.21,0.005,
96,150,,N,6.570138809,336.7005796,0.0284,122.219769,2.03,0.42,
96,150,,N,0.02244,413.3856581,0.0284,127.1563266,3.01,0.005,
96,150,,N,1.642534702,202.8590721,0.681073466,100.5459415,5.9,0.7,
96,150,,N,0.410633676,129.1830182,0.706225215,23.76561812,2.09,0.11,
96,150,,N,0.044894075,227.1645092,0.0284,23.9811122,1.8,0.49,
96,150,,N,0.02244,93.49336608,0.0284,8.798455084,2.56,139.26,
96,150,,N,0.02244,97.58037059,0.324734547,18.40910105,1.79,0.11,
96,150,,N,0.45552775,3.982872269,0.324734547,2.189329983,1.56,2.25,
96,150,,N,0.02244,15.93148908,0.0284,4.47347397,4.73,530.28,
96,150,,N,0.02244,4.911736929,0.0284,3.795674884,1.95,0.02,
40,150,,N_SCA_DAP,0.0224,,,0.0339,103.99,1.22,
40,150,,N_SCA_DAP,0.0224,,,0.0339,146.1,2.74,
40,150,,N_SCA_DAP,0.0224,,,0.0339,246.8,8.61,
40,150,,N_SCA_DAP,0.0224,,,0.0339,51.33,0.04,
40,150,,N_SCA_DAP,0.224470373,,,1.220038355,18.38,4,
40,150,,N_SCA_DAP,6.884397331,,,2.033397259,21.63,1.73,
40,150,,N_SCA_DAP,6.97418548,,,3.592335158,26.73,0.62,
40,150,,N_SCA_DAP,180.4607433,,,7.184670316,26.73,0.62,
40,150,,N_SCA_DAP,842.7180235,,,1.084478538,5.03,1.67,
40,150,,N_SCA_DAP,1184.877622,,,0.0339,2.63,0.56,
40,150,,N_SCA_DAP,1108.686625,,,5.422392691,2.21,0.27,
40,150,,N_SCA_DAP,601.0955656,,,17.89389588,3.21,0.37,
40,150,,N_SCA_DAP,491.6108175,,,18.97837442,4.21,0.3,
40,150,,N_SCA_DAP,132.7242748,,,13.82710136,4.96,0.43,
40,150,,N_SCA_DAP,283.2723905,,,31.44987761,24.28,4.15,
40,150,,N_SCA_DAP,52.48206641,,,14.098221,53.12,1.21,
40,150,,N_SCA_DAP,76.01628114,,,0.0339,108.92,3.34,
40,150,,N_SCA_DAP,80.86484119,,,3.524555249,117.01,0.84,
40,150,,N_SCA_DAP,83.55848566,,,7.862469402,127.56,12.21,
40,150,,N_SCA_DAP,14.3063086,,,4.744593605,109.6,7.51,
40,150,,N_SCA_DAP,33.0793215,,,2.711196345,81.1,15.67,
40,150,,N_SCA_DAP,51.49196686,,,5.557952508,138.85,27.44,
40,150,,N_SCA_DAP,15.15929601,,,1.49115799,133.45,2.27,
40,150,,N_SCA_DAP,40.43779264,,,2.236736985,174.11,7.99,
40,150,,N_SCA_DAP,196.0502435,,,16.80941734,140.57,5.65,
40,150,,N_SCA_DAP,325.5518646,,,8.133589036,94.2,0.65,
86,150,,N_SCA_DAP,0.0224,,,0.0339,164.63,31.74,
86,150,,N_SCA_DAP,0.0224,,,0.0339,149.52,8.12,
86,150,,N_SCA_DAP,0.410633676,,,0.0339,118.7,12.56,
86,150,,N_SCA_DAP,0.0224,,,0.0339,41.45,1.18,
86,150,,N_SCA_DAP,0.0224,,,0.0339,32.34,5.98,
86,150,,N_SCA_DAP,0.0224,,,0.0339,55.54,10.54,
86,150,,N_SCA_DAP,0.45552775,,,0.0339,57.1,4.27,
86,150,,N_SCA_DAP,0.859574421,,,0.0339,57.1,4.27,
86,150,,N_SCA_DAP,11.96522972,,,0.0339,20.78,8.04,
86,150,,N_SCA_DAP,119.1452883,,,0.0339,19.51,0.92,
86,150,,N_SCA_DAP,0.0224,,,0.0339,13.84,0.87,
86,150,,N_SCA_DAP,0.0224,,,0.0339,24.72,3.5,
